Season;Date;HomeTeam;AwayTeam;Score;FTHG;FTAG;Odds_1;Odds_x;Odds_2;Explore_id;FTR
Elitserien 2009/2010;27/12/2009;Helsingborg;Guif;30:33;30;33;2.85;9.44;1.55;voZQjix2;A
Elitserien 2009/2010;27/12/2009;Kristianstad;Lund;31:24;31;24;1.60;9.32;2.71;KKtIFzF2;H
Elitserien 2009/2010;27/12/2009;Lugi;Ystads IF;28:30;28;30;1.71;8.93;2.46;hYvQDEqF;A
Elitserien 2009/2010;26/12/2009;Lindesberg;Malmo;27:26;27;26;1.57;9.46;2.77;6XzJhD7k;H
Elitserien 2009/2010;26/12/2009;Savehof;Skovde;38:26;38;26;1.23;12.29;4.77;fcXEgghq;H
Elitserien 2009/2010;20/12/2009;Alingsas;Skovde;24:25;24;25;1.17;12.74;5.69;lGfnbZqS;A
Elitserien 2009/2010;19/12/2009;Drott;Lindesberg;33:24;33;24;1.68;9.38;2.47;C0fqnxoG;H
Elitserien 2008/2009;14/12/2008;Hammarby;Skovde;33:21;33;21;1.58;9.85;2.68;QRR0nXVl;H
Elitserien 2008/2009;14/12/2008;Trelleborg;Lund;28:27;28;27;2.36;9.14;1.74;W4SdmDGr;H
Elitserien 2008/2009;13/12/2008;Lugi;Savehof;19:29;19;29;2.70;9.82;1.56;2F9j8DuK;A
Elitserien 2008/2009;10/12/2008;IFK Ystads;Lugi;28:26;28;26;6.39;13.76;1.13;EFffUFpF;H
Elitserien 2008/2009;10/12/2008;Lund;Ystads IF;31:35;31;35;1.83;8.84;2.22;KhejVeV8;A
Elitserien 2008/2009;10/12/2008;Guif;Hammarby;25:21;25;21;1.74;9.22;2.36;t2dnWyG2;H
Elitserien 2008/2009;10/12/2008;Lindesberg;Savehof;27:31;27;31;4.69;12.50;1.23;SIbbTZaL;A
Elitserien 2008/2009;10/12/2008;Redbergslids;Trelleborg;33:20;33;20;1.29;11.56;4.06;Asl3SgFR;H
Elitserien 2008/2009;10/12/2008;Skovde;Alingsas;29:21;29;21;1.63;9.43;2.55;G8bwODNr;H
Elitserien 2004/2005;26/12/2004;Lund;Redbergslids;22:25;22;25;2.53;9.26;1.61;lzIEUFuT;A
Elitserien 2004/2005;26/12/2004;Savehof;Vasteras Irsta HF;34:27;34;27;1.02;14.00;11.80;2JJ6WyBG;H
Elitserien 2004/2005;22/12/2004;Skovde;Guif;41:24;41;24;1.19;10.06;5.15;0EoXncec;H
Elitserien 2004/2005;22/12/2004;IFK Ystads;Tumba;27:25;27;25;1.26;9.99;4.33;OSK2XHeA;H
Elitserien 2004/2005;20/12/2004;Djurgardens;Heid;34:28;34;28;1.51;9.00;2.86;YwSkzKBi;H
Elitserien 2004/2005;20/12/2004;Savehof;Drott;29:20;29;20;1.32;9.75;3.81;S0RgZwRc;H
Elitserien 2004/2005;20/12/2004;Vasteras Irsta HF;Redbergslids;22:32;22;32;5.88;10.66;1.15;t4VcYct4;A
Elitserien 2004/2005;19/12/2004;Lugi;Guif;25:26;25;26;1.72;8.94;2.35;Mangzxdo;A
Elitserien 2004/2005;19/12/2004;Skovde;IFK Ystads;32:23;32;23;1.27;10.24;4.20;fmToy0do;H
Handbollsligan 2017/2018;20/12/2017;Ricoh;Guif;22:25;22;25;2.06;7.94;2.09;f5z6h4Ck;A
Handbollsligan 2017/2018;19/12/2017;Malmo;Helsingborg;30:20;30;20;1.03;20.58;15.45;IwM0EoZ8;H
Handbollsligan 2017/2018;18/12/2017;Lugi;Redbergslids;20:27;20;27;1.74;8.20;2.58;2VwEjrs2;A
Handbollsligan 2017/2018;17/12/2017;Aranas;Kristianstad;22:23;22;23;14.15;19.66;1.04;GEy2gpcq;A
Handbollsligan 2017/2018;17/12/2017;Hammarby;Skovde;32:24;32;24;1.61;8.74;2.84;SUYhFtxg;H
Handbollsligan 2017/2018;17/12/2017;Karlskrona;Alingsas;24:32;24;32;8.97;15.25;1.11;6FppH27t;A
Handbollsligan 2017/2018;15/12/2017;Helsingborg;Guif;24:31;24;31;3.48;9.57;1.45;zeYdE0ia;A
Handbollsligan 2017/2018;15/12/2017;Redbergslids;Ricoh;18:24;18;24;1.16;13.31;6.82;lvzkGMMn;A
Handbollsligan 2017/2018;14/12/2017;Savehof;Lugi;21:23;21;23;1.52;8.95;3.17;xW4UBhDA;A
Elitserien 2015/2016;22/12/2015;Aranas;Malmo;31:23;31;23;4.23;10.52;1.32;tj6MN82C;H
Elitserien 2015/2016;22/12/2015;Karlskrona;Savehof;27:27;27;27;3.95;10.22;1.36;KzIDPUXa;D
Elitserien 2015/2016;22/12/2015;Kristianstad;Ystads IF;32:21;32;21;1.19;12.05;6.08;APAQMSHI;H
Elitserien 2015/2016;22/12/2015;Lugi;Skovde;25:27;25;27;1.16;12.41;6.61;2a7IOlm6;A
Elitserien 2015/2016;22/12/2015;Ricoh;Guif;22:25;22;25;2.28;8.76;1.87;80E9QAIg;A
Elitserien 2015/2016;21/12/2015;Redbergslids;Drott;28:25;28;25;1.04;19.72;14.63;EwF5Rj3m;H
Elitserien 2015/2016;19/12/2015;Guif;Karlskrona;23:20;23;20;1.19;12.28;5.91;2aom99mJ;H
Elitserien 2015/2016;19/12/2015;Hammarby;Aranas;29:27;29;27;1.16;13.16;6.87;G2ZUXhQJ;H
Elitserien 2015/2016;19/12/2015;Skovde;Ricoh;23:16;23;16;2.04;8.74;2.07;fgYYWCuQ;H
Elitserien 2015/2016;19/12/2015;Ystads IF;Lugi;30:36;30;36;1.43;9.84;3.53;6XivBVI6;A
Elitserien 2013/2014;29/01/2014;Malmo;Lugi;25:30;25;30;1.93;8.62;2.18;nPhQEcOJ;A
Elitserien 2013/2014;29/01/2014;Redbergslids;Onnereds;28:17;28;17;1.09;14.54;9.33;I7qd9yns;H
Elitserien 2013/2014;29/01/2014;Ystads IF;Savehof;29:37;29;37;2.22;8.66;1.89;nZevifWC;A
Elitserien 2013/2014;25/01/2014;Malmo;Ystads IF;31:17;31;17;1.60;9.15;2.78;SnvzAgK1;H
Elitserien 2013/2014;27/12/2013;Lugi;Malmo;22:27;22;27;1.22;11.83;5.36;ELcWhG10;A
Elitserien 2013/2014;26/12/2013;Drott;Hammarby;27:28;27;28;1.52;9.63;2.98;4nOn1vfK;A
Elitserien 2013/2014;26/12/2013;Guif;Skovde;31:21;31;21;1.37;9.99;3.81;nBDi0b9Q;H
Elitserien 2013/2014;26/12/2013;Kristianstad;Lund;32:17;32;17;1.07;15.27;11.12;Ig4NfxXm;H
Elitserien 2013/2014;26/12/2013;Onnereds;Redbergslids;23:28;23;28;4.25;10.83;1.30;OW4JeIHs;A
Elitserien 2011/2012;22/12/2011;Lugi;Ystads IF;28:22;28;22;2.00;8.44;2.07;M3ggEL6N;H
Elitserien 2011/2012;21/12/2011;Guif;Kristianstad;27:25;27;25;1.19;12.36;5.50;hvYYGNM4;H
Elitserien 2011/2012;21/12/2011;Redbergslids;Drott;31:33;31;33;1.76;8.88;2.37;rDfkF1iH;A
Elitserien 2011/2012;21/12/2011;Skovde;Malmo;26:24;26;24;1.54;9.89;2.84;dCvQIqhh;H
Elitserien 2011/2012;21/12/2011;Tumba;Aranas;33:32;33;32;2.26;8.91;1.83;AFrUH37b;H
Elitserien 2011/2012;19/12/2011;Aranas;Lugi;22:32;22;32;1.72;9.53;2.42;2kuMJPxn;A
Elitserien 2011/2012;19/12/2011;Malmo;Redbergslids;26:25;26;25;1.60;9.92;2.71;pjA1C8VI;H
Elitserien 2011/2012;19/12/2011;Savehof;Alingsas;21:26;21;26;1.25;12.05;4.71;ObtIK5Nu;A
Elitserien 2011/2012;18/12/2011;Drott;Tumba;42:33;42;33;1.17;13.78;5.67;028kFAo0;H
Elitserien 2010/2011;02/02/2011;Redbergslids;Lindesberg;33:28;33;28;;;;8zr8DZgU;H
Elitserien 2010/2011;02/02/2011;Savehof;Drott;31:26;31;26;;;;OWVUWdfh;H
Elitserien 2010/2011;02/02/2011;Ystads IF;Skovde;27:35;27;35;;;;fXw4EFvO;A
Elitserien 2010/2011;30/12/2010;Aranas;Savehof;26:35;26;35;;;;0Av0FePH;A
Elitserien 2010/2011;29/12/2010;Drott;Hammarby;30:28;30;28;;;;MJudGyAB;H
Elitserien 2010/2011;29/12/2010;Kristianstad;Guif;20:24;20;24;;;;4roiHHf5;A
Elitserien 2009/2010;18/12/2009;Ystads IF;Redbergslids;28:33;28;33;1.29;11.18;4.11;27tWruWs;A
Elitserien 2009/2010;16/12/2009;Guif;Savehof;30:29;30;29;1.86;8.63;2.21;GIvN1Hp3;H
Elitserien 2009/2010;16/12/2009;Hammarby;Kristianstad;33:21;33;21;1.36;10.98;3.59;pfOSwEhd;H
Elitserien 2009/2010;16/12/2009;Lund;Helsingborg;30:27;30;27;1.53;10.10;2.85;63POvfwj;H
Elitserien 2009/2010;16/12/2009;Redbergslids;Lindesberg;28:35;28;35;1.51;10.07;2.90;xYSVaeFF;A
Elitserien 2009/2010;16/12/2009;Ystads IF;Alingsas;27:19;27;19;1.89;8.74;2.16;67XZbFUL;H
Elitserien 2009/2010;15/12/2009;Skovde;Drott;29:33;29;33;1.63;9.41;2.61;bsUR0y09;A
Elitserien 2009/2010;14/12/2009;Savehof;Lund;33:26;33;26;1.19;12.62;5.47;Qi8RuzOq;H
Elitserien 2009/2010;13/12/2009;Alingsas;Malmo;29:24;29;24;1.17;12.68;5.87;jo6zlbG3;H
Elitserien 2009/2010;13/12/2009;Helsingborg;Hammarby;27:27;27;27;2.55;9.17;1.65;Uy5vmIV9;D
Elitserien 2008/2009;10/12/2008;Tumba;Drott;27:30;27;30;3.98;11.60;1.29;0QiiCXxk;A
Elitserien 2008/2009;08/12/2008;Savehof;Lindesberg;37:27;37;27;1.11;14.83;7.39;QFHxwIfp;H
Elitserien 2008/2009;07/12/2008;Lugi;IFK Ystads;40:18;40;18;1.07;15.23;9.50;IgnVSOZm;H
Elitserien 2008/2009;07/12/2008;Ystads IF;Lund;30:27;30;27;1.54;10.16;2.77;zVdQT4Ks;H
Elitserien 2008/2009;07/12/2008;Alingsas;Skovde;31:30;31;30;1.55;10.09;2.74;4n6fZQdK;H
Elitserien 2008/2009;07/12/2008;Drott;Tumba;36:30;36;30;1.13;14.24;6.46;b95bYpCQ;H
Elitserien 2008/2009;07/12/2008;Trelleborg;Redbergslids;31:27;31;27;2.67;10.35;1.58;029sSrkf;H
Elitserien 2008/2009;06/12/2008;Hammarby;Guif;33:30;33;30;1.71;9.41;2.41;noAj9pL7;H
Elitserien 2008/2009;04/12/2008;Lindesberg;Redbergslids;29:29;29;29;1.74;9.49;2.35;I5vBmB7Q;D
Elitserien 2004/2005;19/12/2004;Tumba;Hammarby;24:22;24;22;2.83;9.28;1.51;Kj0RvImU;H
Elitserien 2004/2005;17/12/2004;Kroppskultur;Lund;32:28;32;28;1.44;9.47;3.07;QT0NubYN;H
Elitserien 2004/2005;15/12/2004;Drott;Savehof;31:29;31;29;2.41;8.55;1.69;WU7EsK3B;H
Elitserien 2004/2005;15/12/2004;IFK Ystads;Skovde;33:35;33;35;2.50;8.78;1.64;EgcJtvJH;A
Elitserien 2004/2005;13/12/2004;Guif;Lugi;24:18;24;18;1.55;9.73;2.67;pE52pMJh;H
Elitserien 2004/2005;13/12/2004;Lund;Kroppskultur;23:23;23;23;1.85;9.31;2.13;O446qtZb;D
Elitserien 2004/2005;13/12/2004;Redbergslids;Vasteras Irsta HF;36:18;36;18;1.10;11.66;7.49;hv9Ar0l5;H
Elitserien 2004/2005;12/12/2004;Hammarby;Tumba;31:28;31;28;1.24;11.12;4.52;2kGco24n;H
Elitserien 2004/2005;12/12/2004;Heid;Djurgardens;33:25;33;25;1.85;9.11;2.13;lnCgnrkt;H
Handbollsligan 2017/2018;14/12/2017;Ystads IF;Malmo;29:26;29;26;1.93;8.21;2.23;zHNXACSG;H
Handbollsligan 2017/2018;13/12/2017;Alingsas;Hammarby;35:26;35;26;1.14;13.83;7.58;4I6MDErb;H
Handbollsligan 2017/2018;13/12/2017;Skovde;Karlskrona;31:29;31;29;1.25;11.18;4.97;r95QCYc4;H
Handbollsligan 2017/2018;12/12/2017;Guif;Redbergslids;21:33;21;33;2.02;8.18;2.13;nsCHEfTi;A
Handbollsligan 2017/2018;11/12/2017;Ricoh;Savehof;28:24;28;24;3.97;9.35;1.37;z3radDDN;H
Handbollsligan 2017/2018;10/12/2017;Lugi;Helsingborg;27:24;27;24;1.08;16.37;10.77;fmPVjiyo;H
Handbollsligan 2017/2018;10/12/2017;Malmo;Aranas;27:19;27;19;1.04;18.75;14.78;8jDDFzEo;H
Handbollsligan 2017/2018;09/12/2017;Kristianstad;Ystads IF;39:28;39;28;1.25;10.87;5.12;IRX3eXST;H
Handbollsligan 2017/2018;08/12/2017;Savehof;Guif;29:27;29;27;1.43;9.50;3.56;AeomaFT4;H
Elitserien 2015/2016;18/12/2015;Malmo;Alingsas;28:25;28;25;2.61;8.63;1.68;zmG1SWms;H
Elitserien 2015/2016;18/12/2015;Savehof;Redbergslids;22:28;22;28;1.50;9.69;3.12;ldsqAkYC;A
Elitserien 2015/2016;17/12/2015;Drott;Kristianstad;24:31;24;31;24.20;24.23;1.00;StgzCB30;A
Elitserien 2015/2016;16/12/2015;Hammarby;Ystads IF;23:26;23;26;2.00;8.59;2.11;tQfSDXYm;A
Elitserien 2015/2016;16/12/2015;Karlskrona;Skovde;32:21;32;21;1.55;9.50;2.93;KGgWCilf;H
Elitserien 2015/2016;16/12/2015;Lugi;Ricoh;21:21;21;21;1.27;11.75;4.66;b15NEDJs;D
Elitserien 2013/2014;26/12/2013;Rimbo;Alingsas;32:32;32;32;5.69;12.22;1.20;dp3Rgdnf;D
Elitserien 2013/2014;26/12/2013;Savehof;Ystads IF;27:25;27;25;1.40;9.74;3.56;QePr2KvE;H
Elitserien 2013/2014;22/12/2013;Alingsas;Savehof;32:31;32;31;1.61;9.24;2.71;bky1wy2D;H
Elitserien 2013/2014;22/12/2013;Lund;Onnereds;27:27;27;27;1.31;10.71;4.19;OWrltwIf;D
Elitserien 2013/2014;22/12/2013;Redbergslids;Hammarby;26:22;26;22;1.55;9.67;2.87;U9qpsJ2l;H
Elitserien 2013/2014;22/12/2013;Skovde;Kristianstad;28:29;28;29;2.92;9.70;1.53;KbxcvHn7;A
Elitserien 2013/2014;21/12/2013;Rimbo;Guif;22:30;22;30;6.49;12.83;1.16;jJptramr;A
Elitserien 2011/2012;18/12/2011;Hammarby;Ystads IF;31:36;31;36;3.19;10.75;1.44;IwJpGjWg;A
Elitserien 2011/2012;18/12/2011;Kristianstad;Skovde;26:22;26;22;1.67;9.64;2.51;CxCgEU06;H
Elitserien 2011/2012;18/12/2011;Lund;Guif;22:30;22;30;5.10;12.78;1.21;6aBcDlGC;A
Elitserien 2011/2012;15/12/2011;Lugi;Drott;24:22;24;22;1.88;8.78;2.18;zVeYGWGm;H
Elitserien 2011/2012;14/12/2011;Alingsas;Hammarby;33:18;33;18;1.16;13.32;6.04;C80a0BW6;H
Elitserien 2011/2012;14/12/2011;Guif;Savehof;30:27;30;27;1.78;9.18;2.32;jaa3aVoD;H
Elitserien 2011/2012;14/12/2011;Redbergslids;Kristianstad;29:33;29;33;1.57;9.90;2.76;6eiUHC1s;A
Elitserien 2011/2012;14/12/2011;Skovde;Lund;34:34;34;34;1.13;14.60;6.70;4n52MhgQ;D
Elitserien 2011/2012;14/12/2011;Tumba;Malmo;32:30;32;30;2.96;9.90;1.51;MNFcNYwK;H
Elitserien 2011/2012;14/12/2011;Ystads IF;Aranas;24:24;24;24;1.17;13.01;5.83;8KBgOEOD;D
Elitserien 2010/2011;29/12/2010;Lugi;Redbergslids;28:28;28;28;;;;MZNvIcua;D
Elitserien 2010/2011;29/12/2010;Skovde;Lindesberg;34:28;34;28;;;;SCOzJwQh;H
Elitserien 2010/2011;28/12/2010;Lund;Ystads IF;27:29;27;29;;;;GxLWJJAn;A
Elitserien 2010/2011;26/12/2010;Ystads IF;Lund;35:30;35;30;;;;Aizg4vBa;H
Elitserien 2010/2011;26/12/2010;Alingsas;Malmo;31:26;31;26;;;;YDVRKaet;H
Elitserien 2010/2011;26/12/2010;Guif;Kristianstad;31:21;31;21;;;;0tT51xeI;H
Elitserien 2009/2010;13/12/2009;Kristianstad;Ystads IF;31:30;31;30;2.21;8.79;1.84;ULMeod0M;H
Elitserien 2009/2010;13/12/2009;Skovde;Guif;27:29;27;29;1.91;8.96;2.14;OrMapGFS;A
Elitserien 2009/2010;12/12/2009;Lugi;Redbergslids;35:33;35;33;1.42;10.25;3.37;MB1Wlv1c;H
Elitserien 2009/2010;10/12/2009;Lund;Savehof;24:24;24;24;2.86;9.72;1.53;rcvoZb1A;D
Elitserien 2009/2010;09/12/2009;Guif;Skovde;36:26;36;26;1.37;11.07;3.56;MXf6WdoT;H
Elitserien 2009/2010;09/12/2009;Hammarby;Helsingborg;34:30;34;30;1.18;13.26;5.74;Q51cYIGG;H
Elitserien 2009/2010;09/12/2009;Lindesberg;Drott;26:26;26;26;1.62;9.77;2.61;vDsYRGgp;D
Elitserien 2009/2010;09/12/2009;Malmo;Alingsas;26:31;26;31;2.40;9.33;1.72;rsd2XxWM;A
Elitserien 2009/2010;09/12/2009;Redbergslids;Lugi;33:36;33;36;2.06;8.59;1.99;xb0yRz9j;A
Elitserien 2008/2009;03/12/2008;IFK Ystads;Alingsas;22:32;22;32;4.21;11.51;1.28;drnZSV0l;A
Elitserien 2008/2009;03/12/2008;Guif;Drott;33:24;33;24;1.32;11.11;3.77;zVx6nvHF;H
Elitserien 2008/2009;03/12/2008;Lund;Trelleborg;23:28;23;28;1.10;14.22;7.74;GSjzVBor;A
Elitserien 2008/2009;03/12/2008;Savehof;Lugi;34:27;34;27;1.28;11.48;4.12;j5owSkGf;H
Elitserien 2008/2009;03/12/2008;Skovde;Hammarby;38:35;38;35;1.73;9.73;2.33;UepsR9V0;H
Elitserien 2008/2009;02/12/2008;Tumba;Ystads IF;23:34;23;34;3.02;10.36;1.47;n3LbU3Yc;A
Elitserien 2008/2009;21/11/2008;Alingsas;Savehof;29:29;29;29;2.85;10.27;1.52;pIkQ0Tsp;D
Elitserien 2008/2009;21/11/2008;Lugi;Lindesberg;34:27;34;27;1.23;11.95;4.67;StuVamcj;H
Elitserien 2004/2005;08/12/2004;Djurgardens;Guif;30:24;30;24;3.73;9.96;1.33;CQzlRbJU;H
Elitserien 2004/2005;07/12/2004;Vasteras Irsta HF;Savehof;20:39;20;39;7.42;11.16;1.10;YZypSv4O;A
Elitserien 2004/2005;06/12/2004;Redbergslids;Lund;23:21;23;21;1.45;9.99;3.00;6D5mTKlI;H
Elitserien 2004/2005;05/12/2004;Tumba;IFK Ystads;23:31;23;31;2.45;9.83;1.67;SM6qU0ZB;A
Elitserien 2004/2005;03/12/2004;Kroppskultur;Hammarby;30:30;30;30;2.91;9.85;1.46;Kd3yWM4a;D
Elitserien 2004/2005;03/12/2004;Lugi;Drott;32:27;32;27;2.11;8.60;1.86;Ya7uVtK5;H
Elitserien 2004/2005;01/12/2004;Skovde;Heid;37:28;37;28;1.03;15.00;11.33;xYDWW2kg;H
Elitserien 2004/2005;29/11/2004;Guif;Skovde;26:31;26;31;2.94;9.58;1.48;U7AOYOKt;A
Elitserien 2004/2005;29/11/2004;Hammarby;Redbergslids;30:23;30;23;1.35;9.60;3.57;hrmejijE;H
Handbollsligan 2017/2018;07/12/2017;Aranas;Redbergslids;22:25;22;25;5.41;11.34;1.24;SWer0eEb;A
Handbollsligan 2017/2018;07/12/2017;Hammarby;Ricoh;29:20;29;20;1.60;8.57;2.94;ETiv1yah;H
Handbollsligan 2017/2018;07/12/2017;Karlskrona;Malmo;25:32;25;32;7.33;13.07;1.15;tGgW2cUu;A
Handbollsligan 2017/2018;07/12/2017;Skovde;Alingsas;25:30;25;30;4.01;9.96;1.36;lnpibZrB;A
Handbollsligan 2017/2018;06/12/2017;Helsingborg;Kristianstad;22:30;22;30;12.26;18.22;1.06;K6hz2Hqn;A
Handbollsligan 2017/2018;06/12/2017;Ystads IF;Lugi;29:22;29;22;1.66;8.83;2.73;dCqecgbH;H
Handbollsligan 2017/2018;04/12/2017;Malmo;Hammarby;31:25;31;25;1.16;12.70;6.96;ttNPsEbU;H
Handbollsligan 2017/2018;04/12/2017;Redbergslids;Savehof;22:30;22;30;1.64;8.68;2.77;zwX4nxpa;A
Handbollsligan 2017/2018;03/12/2017;Guif;Ystads IF;31:24;31;24;2.12;8.01;2.05;2kOLrfqO;H
Handbollsligan 2017/2018;02/12/2017;Ricoh;Helsingborg;24:21;24;21;1.30;10.80;4.43;63S0mIUh;H
Elitserien 2015/2016;15/12/2015;Alingsas;Drott;28:22;28;22;1.01;22.85;24.11;SIEiKZeK;H
Elitserien 2015/2016;15/12/2015;Aranas;Savehof;34:32;34;32;6.27;12.61;1.18;lSFmLFtE;H
Elitserien 2015/2016;15/12/2015;Kristianstad;Malmo;27:17;27;17;1.10;14.45;9.04;MuEeJgBQ;H
Elitserien 2015/2016;15/12/2015;Redbergslids;Guif;29:22;29;22;1.67;9.13;2.64;CAW4dW3D;H
Elitserien 2015/2016;13/12/2015;Guif;Lugi;32:24;32;24;1.79;8.61;2.40;vcYdbhZ0;H
Elitserien 2015/2016;13/12/2015;Ystads IF;Redbergslids;23:28;23;28;1.25;11.42;4.91;tCFgaYJf;A
Elitserien 2015/2016;12/12/2015;Malmo;Hammarby;24:25;24;25;1.52;9.35;3.07;YJX0cCl7;A
Elitserien 2015/2016;11/12/2015;Savehof;Alingsas;22:25;22;25;1.91;8.85;2.19;KdRp1fkr;A
Elitserien 2013/2014;21/12/2013;Ystads IF;Lugi;25:22;25;22;2.77;9.22;1.59;xzmhucX0;H
Elitserien 2013/2014;18/12/2013;Drott;Redbergslids;25:27;25;27;1.79;8.82;2.35;Qy11kse8;A
Elitserien 2013/2014;18/12/2013;Guif;Malmo;33:23;33;23;1.42;9.78;3.46;WY39mLPK;H
Elitserien 2013/2014;18/12/2013;Hammarby;Lund;34:31;34;31;1.26;11.39;4.65;AP2DnuuR;H
Elitserien 2013/2014;18/12/2013;Kristianstad;Ystads IF;26:22;26;22;1.19;12.24;5.81;xC45l1AE;H
Elitserien 2013/2014;17/12/2013;Lugi;Alingsas;36:31;36;31;1.42;9.92;3.44;G6JASJme;H
Elitserien 2013/2014;17/12/2013;Onnereds;Skovde;24:28;24;28;3.55;10.47;1.39;OWMIQcI7;A
Elitserien 2013/2014;17/12/2013;Savehof;Rimbo;37:25;37;25;1.03;19.48;16.07;ptOERw31;H
Elitserien 2013/2014;14/12/2013;Onnereds;Drott;28:23;28;23;5.14;11.92;1.22;xOU8BCfD;H
Elitserien 2013/2014;11/12/2013;Alingsas;Guif;28:25;28;25;1.60;8.87;2.79;A14QmUJ3;H
Elitserien 2013/2014;11/12/2013;Malmo;Hammarby;27:25;27;25;1.58;9.19;2.80;rF2Yo8lG;H
Elitserien 2011/2012;12/12/2011;Malmo;Lugi;35:22;35;22;1.68;9.34;2.50;CYVf3Dnl;H
Elitserien 2011/2012;12/12/2011;Savehof;Skovde;30:30;30;30;1.25;11.83;4.65;pnU21iH0;D
Elitserien 2011/2012;11/12/2011;Alingsas;Guif;21:27;21;27;1.77;9.02;2.35;t6N7AefE;A
Elitserien 2011/2012;11/12/2011;Drott;Ystads IF;24:25;24;25;1.68;9.28;2.50;AuSB9F9K;A
Elitserien 2011/2012;11/12/2011;Kristianstad;Tumba;28:24;28;24;1.13;13.67;6.78;lWQF8ZOQ;H
Elitserien 2011/2012;11/12/2011;Lund;Redbergslids;24:31;24;31;2.09;8.50;1.97;fD3r4gXs;A
Elitserien 2011/2012;10/12/2011;Hammarby;Aranas;25:22;25;22;1.88;8.65;2.20;6eVb2X1f;H
Elitserien 2011/2012;07/12/2011;Guif;Hammarby;29:27;29;27;1.05;16.49;11.93;h0wb6Ryq;H
Elitserien 2011/2012;06/12/2011;Aranas;Drott;29:26;29;26;2.20;8.86;1.87;fPZE2qy8;H
Elitserien 2010/2011;26/12/2010;Hammarby;Drott;29:25;29;25;;;;vXR90dAO;H
Elitserien 2010/2011;26/12/2010;Lindesberg;Skovde;35:29;35;29;;;;4EZd3bQ5;H
Elitserien 2010/2011;26/12/2010;Redbergslids;Lugi;31:32;31;32;;;;IHw12IuC;A
Elitserien 2010/2011;26/12/2010;Savehof;Aranas;28:27;28;27;;;;W4q0PumP;H
Elitserien 2010/2011;22/12/2010;Malmo;Alingsas;27:27;27;27;;;;0Mtp60tm;D
Elitserien 2010/2011;22/12/2010;Guif;Skovde;31:29;31;29;;;;MVst7tRt;H
Elitserien 2010/2011;22/12/2010;Savehof;Lindesberg;42:32;42;32;;;;SrDt5Keg;H
Elitserien 2010/2011;20/12/2010;Drott;Savehof;25:23;25;23;;;;4jeEBMIP;H
Elitserien 2010/2011;20/12/2010;Skovde;Ystads IF;36:27;36;27;;;;jmiAC23J;H
Elitserien 2010/2011;19/12/2010;Aranas;Alingsas;19:28;19;28;;;;rc2L3AaJ;A
Elitserien 2010/2011;19/12/2010;Kristianstad;Hammarby;26:21;26;21;;;;463H4jpD;H
Elitserien 2009/2010;09/12/2009;Ystads IF;Kristianstad;33:29;33;29;1.32;11.39;3.89;rL2SkKoi;H
Elitserien 2009/2010;06/12/2009;Drott;Skovde;29:28;29;28;1.57;10.10;2.72;zXzwyLWc;H
Elitserien 2009/2010;06/12/2009;Kristianstad;Hammarby;28:24;28;24;1.96;9.03;2.06;h8oYy1Hi;H
Elitserien 2009/2010;05/12/2009;Alingsas;Ystads IF;30:32;30;32;1.43;10.56;3.21;EHnUxs2o;A
Elitserien 2009/2010;05/12/2009;Savehof;Guif;32:26;32;26;1.37;10.62;3.61;lzuszun4;H
Elitserien 2009/2010;04/12/2009;Lugi;Malmo;27:24;27;24;1.56;9.87;2.75;IV6iFcPp;H
Elitserien 2009/2010;03/12/2009;Helsingborg;Lund;29:25;29;25;2.26;8.92;1.82;YcVKKJ1N;H
Elitserien 2009/2010;03/12/2009;Lindesberg;Redbergslids;28:32;28;32;1.57;9.86;2.72;GMKPJwHT;A
Elitserien 2008/2009;19/11/2008;Hammarby;IFK Ystads;33:20;33;20;1.05;15.80;12.09;IT4ZQftE;H
Elitserien 2008/2009;19/11/2008;Ystads IF;Guif;28:37;28;37;1.38;11.35;3.35;C62r2B3D;A
Elitserien 2008/2009;19/11/2008;Drott;Skovde;29:30;29;30;2.24;8.78;1.82;84AA3DJf;A
Elitserien 2008/2009;19/11/2008;Redbergslids;Lund;28:27;28;27;1.88;8.78;2.16;ne9E2XY0;H
Elitserien 2008/2009;19/11/2008;Trelleborg;Tumba;24:22;24;22;1.61;10.14;2.56;YF3v3il7;H
Elitserien 2008/2009;17/11/2008;Savehof;Hammarby;39:25;39;25;1.35;11.05;3.68;8A1G2ZOF;H
Elitserien 2008/2009;16/11/2008;Guif;Trelleborg;41:25;41;25;1.14;13.50;5.96;dQr6f3h7;H
Elitserien 2008/2009;15/11/2008;Tumba;Redbergslids;30:31;30;31;3.35;11.26;1.39;nRwExEtD;A
Elitserien 2008/2009;14/11/2008;IFK Ystads;Drott;25:29;25;29;1.98;8.68;2.05;IgnDiiiN;A
Elitserien 2008/2009;14/11/2008;Lugi;Alingsas;28:20;28;20;1.58;10.14;2.64;I9UegDMA;H
Elitserien 2004/2005;29/11/2004;Savehof;Lugi;37:23;37;23;1.15;9.99;5.70;bsFSXrzm;H
Elitserien 2004/2005;28/11/2004;Drott;Djurgardens;44:23;44;23;1.09;10.85;7.55;6k70U9Tf;H
Elitserien 2004/2005;28/11/2004;Heid;Tumba;28:23;28;23;3.18;10.01;1.41;v358Smb7;H
